Input,Error,P,I,D,Integral,Output,SetPoint,dtMS
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,10
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,16
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,16
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,12
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,12
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,16
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,12
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,12
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,12
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,16
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,12
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,10
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,16
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,10
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,10
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,16
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,12
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,10
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,12
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,568.086548,0.000000,50.000000,14
50.000000,-25.000000,-25.000000,-0.000000,-0.000000,-400.000000,-25.000000,25.000000,16
37.500000,-12.500000,-12.500000,-0.000000,0.000000,-550.000000,-12.500000,25.000000,12
31.250000,-6.250000,-6.250000,-0.000000,0.000000,-650.000000,-6.250000,25.000000,16
28.125000,-3.125000,-3.125000,-0.000000,0.000000,-693.750000,-3.125000,25.000000,14
26.562500,-1.562500,-1.562500,-0.000000,0.000000,-715.625000,-1.562500,25.000000,14
25.781250,-0.781250,-0.781250,-0.000000,0.000000,-728.125000,-0.781250,25.000000,16
25.390625,-0.390625,-0.390625,-0.000000,0.000000,-733.593750,-0.390625,25.000000,14
25.195313,-0.195313,-0.195313,-0.000000,0.000000,-736.328125,-0.195313,25.000000,14
25.097656,-0.097656,-0.097656,-0.000000,0.000000,-737.500000,-0.097656,25.000000,12
25.048828,-0.048828,-0.048828,-0.000000,0.000000,-738.085938,-0.048828,25.000000,12
25.024414,-0.024414,-0.024414,-0.000000,0.000000,-738.330078,-0.024414,25.000000,10
25.012207,-0.012207,-0.012207,-0.000000,0.000000,-738.476563,-0.012207,25.000000,12
25.006104,-0.006104,-0.006104,-0.000000,0.000000,-738.555908,-0.006104,25.000000,13
25.003052,-0.003052,-0.003052,-0.000000,0.000000,-738.586426,-0.003052,25.000000,10
25.001526,-0.001526,-0.001526,-0.000000,0.000000,-738.607788,-0.001526,25.000000,14
25.000763,-0.000763,-0.000763,-0.000000,0.000000,-738.619995,-0.000763,25.000000,16
25.000381,-0.000381,-0.000381,-0.000000,0.000000,-738.624573,-0.000381,25.000000,12
25.000191,-0.000191,-0.000191,-0.000000,0.000000,-738.627075,-0.000191,25.000000,13
25.000095,-0.000095,-0.000095,-0.000000,0.000000,-738.628235,-0.000095,25.000000,12
25.000048,-0.000048,-0.000048,-0.000000,0.000000,-738.628906,-0.000048,25.000000,14
25.000023,-0.000023,-0.000023,-0.000000,0.000000,-738.629211,-0.000023,25.000000,14
25.000011,-0.000011,-0.000011,-0.000000,0.000000,-738.629395,-0.000011,25.000000,14
25.000006,-0.000006,-0.000006,-0.000000,0.000000,-738.629456,-0.000006,25.000000,14
25.000004,-0.000004,-0.000004,-0.000000,0.000000,-738.629517,-0.000004,25.000000,12
25.000002,-0.000002,-0.000002,-0.000000,0.000000,-738.629517,-0.000002,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,10
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,15
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,10
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,16
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,10
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,10
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,10
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,10
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,10
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,16
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,16
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,16
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,16
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,16
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,16
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,10
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,12
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,11
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,13
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,15
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,0.000000,0.000000,-0.000000,0.000000,-738.629517,0.000000,25.000000,14
25.000000,25.000000,25.000000,0.000000,0.000000,300.000000,25.000000,50.000000,12
37.500000,12.500000,12.500000,0.000000,-0.000000,500.000000,12.500000,50.000000,16
43.750000,6.250000,6.250000,0.000000,0.000000,587.500000,6.250000,50.000000,14
46.875000,3.125000,3.125000,0.000000,0.000000,625.000000,3.125000,50.000000,12
48.437500,1.562500,1.562500,0.000000,0.000000,650.000000,1.562500,50.000000,16
49.218750,0.781250,0.781250,0.000000,0.000000,657.812500,0.781250,50.000000,10
49.609375,0.390625,0.390625,0.000000,0.000000,663.281250,0.390625,50.000000,14
49.804688,0.195313,0.195313,0.000000,0.000000,666.406250,0.195313,50.000000,16
49.902344,0.097656,0.097656,0.000000,0.000000,667.382813,0.097656,50.000000,10
49.951172,0.048828,0.048828,0.000000,0.000000,667.871094,0.048828,50.000000,10
49.975586,0.024414,0.024414,0.000000,0.000000,668.261719,0.024414,50.000000,16
49.987793,0.012207,0.012207,0.000000,0.000000,668.457031,0.012207,50.000000,16
49.993896,0.006104,0.006104,0.000000,0.000000,668.530273,0.006104,50.000000,12
49.996948,0.003052,0.003052,0.000000,0.000000,668.566895,0.003052,50.000000,12
49.998474,0.001526,0.001526,0.000000,0.000000,668.582153,0.001526,50.000000,10
49.999237,0.000763,0.000763,0.000000,0.000000,668.592834,0.000763,50.000000,14
49.999619,0.000381,0.000381,0.000000,0.000000,668.596680,0.000381,50.000000,10
49.999809,0.000191,0.000191,0.000000,0.000000,668.598999,0.000191,50.000000,12
49.999905,0.000095,0.000095,0.000000,0.000000,668.600159,0.000095,50.000000,12
49.999954,0.000046,0.000046,0.000000,0.000000,668.600891,0.000046,50.000000,16
49.999977,0.000023,0.000023,0.000000,0.000000,668.601196,0.000023,50.000000,12
49.999989,0.000011,0.000011,0.000000,0.000000,668.601379,0.000011,50.000000,14
49.999992,0.000008,0.000008,0.000000,0.000000,668.601501,0.000008,50.000000,16
49.999996,0.000004,0.000004,0.000000,0.000000,668.601563,0.000004,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,16
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,12
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,10
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,10
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,10
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,12
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,14
50.000000,0.000000,0.000000,0.000000,0.000000,668.601563,0.000000,50.000000,14
50.000000,-35.000000,-35.000000,-0.000000,-0.000000,-560.000000,-35.000000,15.000000,16
32.500000,-17.500000,-17.500000,-0.000000,0.000000,-735.000000,-17.500000,15.000000,10
23.750000,-8.750000,-8.750000,-0.000000,0.000000,-848.750000,-8.750000,15.000000,13
19.375000,-4.375000,-4.375000,-0.000000,0.000000,-892.500000,-4.375000,15.000000,10
17.187500,-2.187500,-2.187500,-0.000000,0.000000,-918.750000,-2.187500,15.000000,12
16.093750,-1.093750,-1.093750,-0.000000,0.000000,-929.687500,-1.093750,15.000000,10
15.546875,-0.546875,-0.546875,-0.000000,0.000000,-938.437500,-0.546875,15.000000,16
15.273438,-0.273438,-0.273438,-0.000000,0.000000,-942.265625,-0.273438,15.000000,14
15.136719,-0.136719,-0.136719,-0.000000,0.000000,-943.906250,-0.136719,15.000000,12
15.068359,-0.068359,-0.068359,-0.000000,0.000000,-945.000000,-0.068359,15.000000,16
15.034180,-0.034180,-0.034180,-0.000000,0.000000,-945.546875,-0.034180,15.000000,16
15.017090,-0.017090,-0.017090,-0.000000,0.000000,-945.786133,-0.017090,15.000000,14
15.008545,-0.008545,-0.008545,-0.000000,0.000000,-945.922852,-0.008545,15.000000,16
15.004272,-0.004272,-0.004272,-0.000000,0.000000,-945.991211,-0.004272,15.000000,16
15.002136,-0.002136,-0.002136,-0.000000,0.000000,-946.025391,-0.002136,15.000000,16
15.001068,-0.001068,-0.001068,-0.000000,0.000000,-946.036072,-0.001068,15.000000,10
15.000534,-0.000534,-0.000534,-0.000000,0.000000,-946.044617,-0.000534,15.000000,16
15.000267,-0.000267,-0.000267,-0.000000,0.000000,-946.047852,-0.000267,15.000000,12
15.000134,-0.000134,-0.000134,-0.000000,0.000000,-946.049744,-0.000134,15.000000,14
15.000067,-0.000067,-0.000067,-0.000000,0.000000,-946.050537,-0.000067,15.000000,12
15.000033,-0.000033,-0.000033,-0.000000,0.000000,-946.051025,-0.000033,15.000000,14
15.000017,-0.000017,-0.000017,-0.000000,0.000000,-946.051208,-0.000017,15.000000,12
15.000009,-0.000009,-0.000009,-0.000000,0.000000,-946.051270,-0.000009,15.000000,10
15.000004,-0.000004,-0.000004,-0.000000,0.000000,-946.051331,-0.000004,15.000000,12
15.000002,-0.000002,-0.000002,-0.000000,0.000000,-946.051331,-0.000002,15.000000,12
15.000001,-0.000001,-0.000001,-0.000000,0.000000,-946.051331,-0.000001,15.000000,16
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,14
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,14
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,12
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,12
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,16
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,14
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,16
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,12
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,12
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,14
15.000000,0.000000,0.000000,-0.000000,0.000000,-946.051331,0.000000,15.000000,16
15.000000,10.000000,10.000000,0.000000,0.000000,160.000000,10.000000,25.000000,16
20.000000,5.000000,5.000000,0.000000,0.000000,230.000000,5.000000,25.000000,14
22.500000,2.500000,2.500000,0.000000,0.000000,260.000000,2.500000,25.000000,12
23.750000,1.250000,1.250000,0.000000,0.000000,275.000000,1.250000,25.000000,12
24.375000,0.625000,0.625000,0.000000,0.000000,285.000000,0.625000,25.000000,16
24.687500,0.312500,0.312500,0.000000,0.000000,289.375000,0.312500,25.000000,14
24.843750,0.156250,0.156250,0.000000,0.000000,290.937500,0.156250,25.000000,10
24.921875,0.078125,0.078125,0.000000,0.000000,292.031250,0.078125,25.000000,14
24.960938,0.039063,0.039063,0.000000,0.000000,292.500000,0.039063,25.000000,12
24.980469,0.019531,0.019531,0.000000,0.000000,292.734375,0.019531,25.000000,12
24.990234,0.009766,0.009766,0.000000,0.000000,292.832031,0.009766,25.000000,10
24.995117,0.004883,0.004883,0.000000,0.000000,292.895508,0.004883,25.000000,13
24.997559,0.002441,0.002441,0.000000,0.000000,292.924805,0.002441,25.000000,12
24.998779,0.001221,0.001221,0.000000,0.000000,292.941895,0.001221,25.000000,14
24.999390,0.000610,0.000610,0.000000,0.000000,292.949219,0.000610,25.000000,12
24.999695,0.000305,0.000305,0.000000,0.000000,292.952881,0.000305,25.000000,12
24.999847,0.000153,0.000153,0.000000,0.000000,292.955322,0.000153,25.000000,16
24.999924,0.000076,0.000076,0.000000,0.000000,292.956543,0.000076,25.000000,16
24.999962,0.000038,0.000038,0.000000,0.000000,292.957001,0.000038,25.000000,12
24.999981,0.000019,0.000019,0.000000,0.000000,292.957306,0.000019,25.000000,16
24.999990,0.000010,0.000010,0.000000,0.000000,292.957428,0.000010,25.000000,12
24.999996,0.000004,0.000004,0.000000,0.000000,292.957489,0.000004,25.000000,14
24.999998,0.000002,0.000002,0.000000,0.000000,292.957520,0.000002,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,15
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,15
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,16
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,16
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,292.957520,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,16
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,16
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,16
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,16
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,10
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,14
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12
